h1|-37
h1|-37
h1|-34
h1|-34
h1|-34
h1|-34
h1|-36
h1|-36
h1|-36
h1|-34
h1|-34
h1|-34
h1|-34
h1|-35
h1|-35
h1|-35
h1|-35
h1|-35
h1|-35
h1|-35
h1|-34
h1|-34
h1|-34
h1|-34
h1|-34
h1|-34
h1|-34
h1|-35
h1|-35
h1|-35
h1|-35
h1|-36
h1|-36
h1|-36
h1|-34
h1|-34
h1|-34
h1|-34
h1|-34
h1|-34
h1|-34
h1|-34
h1|-35
h1|-35
h1|-35
h1|-37
h1|-37
h1|-37
h1|-37
h1|-37
h1|-37
h1|-37
h1|-36
h1|-36
h1|-36
h1|-37
h1|-37
h1|-37
h1|-37
h1|-36
h1|-36
h1|-36
h1|-36
h1|-36
h1|-36
h1|-36
h1|-35
h1|-35
h1|-35
h1|-35
h1|-34
h1|-34
h1|-34
h1|-34
h1|-35
h1|-35
h1|-35
h1|-37
h1|-37
h1|-37
h1|-37
h1|-36
h1|-36
h1|-36
h1|-39
h1|-39
h1|-39
h1|-39
h1|-47
h2|-45
h2|-45
h2|-45
h2|-45
h2|-42
h2|-42
h2|-42
h2|-42
h2|-42
h2|-42
h2|-42
h2|-42
h2|-42
h2|-42
h2|-42
h2|-41
h2|-41
h2|-41
h2|-41
h2|-41
h2|-41
h2|-41
h2|-39
h2|-39
h2|-39
h2|-39
h2|-39
h2|-39
h2|-39
h2|-48
h2|-48
h2|-48
h2|-48
h2|-44
h2|-44
h2|-44
h2|-44
h2|-43
h2|-43
h2|-43
h2|-43
h2|-43
h2|-43
h2|-43
h2|-43
h2|-43
h2|-43
h2|-43
h2|-45
h2|-45
h2|-45
h2|-45
h3|-42
h3|-42
h3|-42
h3|-42
h3|-42
h3|-42
h3|-42
h3|-42
h3|-39
h3|-39
h3|-39
h3|-39
h3|-39
h3|-39
h3|-39
h3|-41
h3|-41
h3|-41
h3|-40
h3|-40
h3|-40
h3|-40
h3|-41
h3|-41
h3|-41
h3|-41
h3|-41
h3|-41
h3|-41
h3|-41
