-58,-56,-60,-60,0,0,0,-86,-80,-80,0,0,-78,-79,-84,-82,-84,-83,-73,0,-72,-72,-73,-72,-70,-70,-85,0,-76,-76,0,0,-69,-69,-82,-85,-77,-78,0,-85,-83,-84,-84,0,0,-81,-80,0,0,-83,-84,0,0
-58,-56,-60,-60,0,0,0,-86,-80,-80,0,0,-78,-79,-84,-82,-84,-83,-73,0,-72,-72,-73,-72,-70,-70,-85,0,-76,-76,0,0,-69,-69,-82,-85,-77,-78,0,-85,-83,-84,-84,0,0,-81,-80,0,0,-83,-84,0,0
-58,-56,-60,-60,0,0,0,-86,-80,-80,0,0,-78,-79,-84,-82,-84,-83,-73,0,-72,-72,-73,-72,-70,-70,-85,0,-76,-76,0,0,-69,-69,-82,-85,-77,-78,0,-85,-83,-84,-84,0,0,-81,-80,0,0,-83,-84,0,0
-58,-56,-60,-60,0,0,0,-86,-80,-80,0,0,-78,-79,-84,-82,-84,-83,-73,0,-72,-72,-73,-72,-70,-70,-85,0,-76,-76,0,0,-69,-69,-82,-85,-77,-78,0,-85,-83,-84,-84,0,0,-81,-80,0,0,-83,-84,0,0
-60,-56,-60,-60,0,0,0,-82,-78,-78,-66,-67,-53,-58,-84,-82,-70,-71,-82,-83,-72,-72,-75,-76,-62,-62,-80,-83,-77,-77,-67,-70,-73,-73,-82,-85,-77,-78,0,-85,-83,-83,-83,0,0,-81,-80,0,0,-72,-72,0,0
-60,-56,-60,-60,0,0,0,-82,-78,-78,-66,-67,-53,-58,-84,-82,-70,-71,-82,-83,-72,-72,-75,-76,-62,-62,-80,-83,-77,-77,-67,-70,-73,-73,-82,-85,-77,-78,0,-85,-83,-83,-83,0,0,-81,-80,0,0,-72,-72,0,0
-60,-56,-60,-60,0,0,0,-82,-78,-78,-66,-67,-53,-58,-84,-82,-70,-71,-82,-83,-72,-72,-75,-76,-62,-62,-80,-83,-77,-77,-67,-70,-73,-73,-82,-85,-77,-78,0,-85,-83,-83,-83,0,0,-81,-80,0,0,-72,-72,0,0
-60,-56,-60,-60,0,0,0,-82,-78,-78,-66,-67,-53,-58,-84,-82,-70,-71,-82,-83,-72,-72,-75,-76,-62,-62,-80,-83,-77,-77,-67,-70,-73,-73,-82,-85,-77,-78,0,-85,-83,-83,-83,0,0,-81,-80,0,0,-72,-72,0,0
0,0,-78,-78,0,0,0,-82,-80,-80,-66,-67,-55,-55,-79,0,-72,-71,-82,-83,0,0,-75,-76,-62,-62,-83,-83,-76,-76,-69,-68,-74,-74,0,0,-74,-74,0,0,0,-84,-84,0,0,0,0,0,0,-75,-74,0,0
0,0,-78,-78,0,0,0,-82,-80,-80,-66,-67,-55,-55,-79,0,-72,-71,-82,-83,0,0,-75,-76,-62,-62,-83,-83,-76,-76,-69,-68,-74,-74,0,0,-74,-74,0,0,0,-84,-84,0,0,0,0,0,0,-75,-74,0,0
0,0,-78,-78,0,0,0,-82,-80,-80,-66,-67,-55,-55,-79,0,-72,-71,-82,-83,0,0,-75,-76,-62,-62,-83,-83,-76,-76,-69,-68,-74,-74,0,0,-74,-74,0,0,0,-84,-84,0,0,0,0,0,0,-75,-74,0,0
0,0,-78,-78,0,0,0,-82,-80,-80,-66,-67,-55,-55,-79,0,-72,-71,-82,-83,0,0,-75,-76,-62,-62,-83,-83,-76,-76,-69,-68,-74,-74,0,0,-74,-74,0,0,0,-84,-84,0,0,0,0,0,0,-75,-74,0,0
0,-76,-79,-78,0,0,0,-73,-77,-78,-72,-62,-54,-57,-79,0,-70,-71,-82,-83,-72,-72,-75,-76,-64,-67,-83,-83,-78,-77,-69,-68,-73,-73,0,0,-74,-74,0,0,0,-83,-84,0,0,0,0,0,0,-75,-75,0,0
0,-76,-79,-78,0,0,0,-73,-77,-78,-72,-62,-54,-57,-79,0,-70,-71,-82,-83,-72,-72,-75,-76,-64,-67,-83,-83,-78,-77,-69,-68,-73,-73,0,0,-74,-74,0,0,0,-83,-84,0,0,0,0,0,0,-75,-75,0,0
0,-76,-79,-78,0,0,0,-73,-77,-78,-72,-62,-54,-57,-79,0,-70,-71,-82,-83,-72,-72,-75,-76,-64,-67,-83,-83,-78,-77,-69,-68,-73,-73,0,0,-74,-74,0,0,0,-83,-84,0,0,0,0,0,0,-75,-75,0,0
-79,-77,-79,-78,0,0,0,-73,-77,-78,-62,-61,-57,-57,-79,0,-71,-70,0,-83,-74,-74,-73,0,-64,-64,-83,0,-79,-79,-69,-68,-67,-67,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-79,-78,0,0,0,-73,-77,-78,-62,-61,-57,-57,-79,0,-71,-70,0,-83,-74,-74,-73,0,-64,-64,-83,0,-79,-79,-69,-68,-67,-67,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-79,-78,0,0,0,-73,-77,-78,-62,-61,-57,-57,-79,0,-71,-70,0,-83,-74,-74,-73,0,-64,-64,-83,0,-79,-79,-69,-68,-67,-67,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-79,-78,0,0,0,-73,-77,-78,-62,-61,-57,-57,-79,0,-71,-70,0,-83,-74,-74,-73,0,-64,-64,-83,0,-79,-79,-69,-68,-67,-67,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-78,-78,0,0,0,-72,-76,-76,-60,-61,-57,-57,-78,0,-70,-70,-81,-81,-74,-74,-73,0,-64,-64,-82,-85,-76,-76,0,-67,-71,-71,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-78,-78,0,0,0,-72,-76,-76,-60,-61,-57,-57,-78,0,-70,-70,-81,-81,-74,-74,-73,0,-64,-64,-82,-85,-76,-76,0,-67,-71,-71,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-78,-78,0,0,0,-72,-76,-76,-60,-61,-57,-57,-78,0,-70,-70,-81,-81,-74,-74,-73,0,-64,-64,-82,-85,-76,-76,0,-67,-71,-71,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-78,-78,0,0,0,-72,-76,-76,-60,-61,-57,-57,-78,0,-70,-70,-81,-81,-74,-74,-73,0,-64,-64,-82,-85,-76,-76,0,-67,-71,-71,0,0,-74,-74,0,0,0,-85,-85,0,0,0,0,0,0,-74,-75,0,0
-79,-77,-78,-78,0,0,0,-74,-78,-77,-60,-60,-57,-57,-79,-78,-69,-70,-81,-81,-74,-74,-73,0,-64,-63,-82,-85,-78,-78,-66,-67,-71,-71,0,0,0,0,0,0,0,-83,-85,0,0,0,0,0,0,-75,-73,0,0
-79,-77,-78,-78,0,0,0,-74,-78,-77,-60,-60,-57,-57,-79,-78,-69,-70,-81,-81,-74,-74,-73,0,-64,-63,-82,-85,-78,-78,-66,-67,-71,-71,0,0,0,0,0,0,0,-83,-85,0,0,0,0,0,0,-75,-73,0,0
-79,-77,-78,-78,0,0,0,-74,-78,-77,-60,-60,-57,-57,-79,-78,-69,-70,-81,-81,-74,-74,-73,0,-64,-63,-82,-85,-78,-78,-66,-67,-71,-71,0,0,0,0,0,0,0,-83,-85,0,0,0,0,0,0,-75,-73,0,0
-79,-77,-78,-78,0,0,0,-74,-78,-77,-60,-60,-57,-57,-79,-78,-69,-70,-81,-81,-74,-74,-73,0,-64,-63,-82,-85,-78,-78,-66,-67,-71,-71,0,0,0,0,0,0,0,-83,-85,0,0,0,0,0,0,-75,-73,0,0
